bvalue = 25.704069, label = 0
bvalue = 124884.409757, label = 1
bvalue = 468.294321, label = 1
bvalue = 0.648952, label = 1
bvalue = 4690.291995, label = 0
bvalue = 45.531392, label = 0
bvalue = 15.673454, label = 0
bvalue = 1719.997843, label = 1
bvalue = 109275.945816, label = 0
bvalue = 19.140122, label = 1
bvalue = 15.941529, label = 0
bvalue = 331.962588, label = 1
bvalue = 72.843823, label = 0
bvalue = 1.179245, label = 0
bvalue = 797791.643177, label = 0
bvalue = 80949.084717, label = 0
bvalue = 1967742.361778, label = 1
bvalue = 66.403682, label = 0
bvalue = 4.561899, label = 1
bvalue = 68.157102, label = 0
bvalue = 0.929503, label = 1
bvalue = 22642808.189221, label = 1
bvalue = 37648.013088, label = 1
bvalue = 110.516629, label = 0
bvalue = 6336.383222, label = 0
bvalue = 1155.847999, label = 1
bvalue = 9.050745, label = 0
bvalue = 218150.283194, label = 0
bvalue = 2618493096.599945, label = 0
bvalue = 0.236697, label = 1
bvalue = 0.311253, label = 0
bvalue = 252320.159309, label = 1
bvalue = 400.556118, label = 1
bvalue = 0.261971, label = 1
bvalue = 79.735922, label = 0
bvalue = 48.492606, label = 0
bvalue = 0.644745, label = 0
bvalue = 221554.497511, label = 1
bvalue = 129.964650, label = 1
bvalue = 7.009791, label = 0
bvalue = 6235.191420, label = 1
bvalue = 268.410978, label = 0
bvalue = 42756.574555, label = 1
bvalue = 6.738544, label = 0
bvalue = 0.334323, label = 1
bvalue = 4.039379, label = 0
bvalue = 0.436550, label = 1
bvalue = 5.732893, label = 0
bvalue = 449.053586, label = 1
bvalue = 158111.182867, label = 0
bvalue = 348.282401, label = 0
bvalue = 14.721292, label = 1
bvalue = 108.206363, label = 0
bvalue = 894.685095, label = 1
bvalue = 163.118320, label = 0
bvalue = 2.840147, label = 1
bvalue = 1393706.679854, label = 1
bvalue = 73479474442043.843750, label = 1
bvalue = 13.283380, label = 1
bvalue = 1.930561, label = 1
bvalue = 10876.050512, label = 0
bvalue = 69.459214, label = 0
bvalue = 603.059429, label = 0
bvalue = 98.048320, label = 1
bvalue = 0.189324, label = 0
bvalue = 1.388766, label = 1
bvalue = 0.250102, label = 1
bvalue = 88546.295425, label = 1
bvalue = 170475.750240, label = 0
bvalue = 11620.346903, label = 1
bvalue = 68.750288, label = 1
bvalue = 17106.315948, label = 1
bvalue = 1153.279251, label = 0
bvalue = 46.071967, label = 1
bvalue = 30.727630, label = 0
bvalue = 557.348955, label = 1
bvalue = 851346564.623073, label = 1
bvalue = 2.146010, label = 0
bvalue = 2463.794985, label = 1
bvalue = 1903452.584097, label = 1
bvalue = 1.272265, label = 1
bvalue = 0.412820, label = 0
bvalue = 586.718833, label = 0
bvalue = 266949.096378, label = 1
bvalue = 2.174027, label = 0
bvalue = 239.855626, label = 0
bvalue = 4128.206934, label = 1
bvalue = 17965.784333, label = 0
bvalue = 4.110557, label = 0
bvalue = 885.030429, label = 1
bvalue = 1.013832, label = 1
bvalue = 95.965511, label = 1
bvalue = 9.488510, label = 1
bvalue = 10.213529, label = 1
bvalue = 40.419581, label = 1
bvalue = 100.507684, label = 1
bvalue = 354.123754, label = 0
bvalue = 20356369.194155, label = 0
bvalue = 1572497.229862, label = 0
bvalue = 5721.363036, label = 0
bvalue = 3.461251, label = 0
bvalue = 1.078490, label = 1
bvalue = 19146.114005, label = 0
bvalue = 3.423059, label = 1
bvalue = 1988.618958, label = 1
bvalue = 6394.392724, label = 1
bvalue = 75.119321, label = 1
bvalue = 1.133280, label = 0
bvalue = 1.030785, label = 0
bvalue = 372.877040, label = 1
bvalue = 27.262290, label = 1
bvalue = 263.993131, label = 1
bvalue = 269.351598, label = 1
bvalue = 1415.018746, label = 0
bvalue = 3.683005, label = 1
bvalue = 65.335623, label = 1
bvalue = 1.858125, label = 1
bvalue = 14980730842.836954, label = 1
bvalue = 17029.321075, label = 1
bvalue = 0.814453, label = 0
bvalue = 357.204173, label = 1
bvalue = 35865.050563, label = 1
bvalue = 4206.708005, label = 0
bvalue = 10.046505, label = 1
bvalue = 8231.858461, label = 0
bvalue = 3.237556, label = 0
bvalue = 3536.093444, label = 1
bvalue = 18.276524, label = 0
bvalue = 1.512236, label = 1
bvalue = 0.297617, label = 0
bvalue = 30303.030303, label = 1
bvalue = 0.525295, label = 0
bvalue = 3525.173859, label = 0
bvalue = 45623.902567, label = 1
bvalue = 63.723694, label = 1
bvalue = 2.884913, label = 0
bvalue = 2.863943, label = 0
bvalue = 202744.181096, label = 1
bvalue = 37206.307473, label = 1
bvalue = 0.260413, label = 0
bvalue = 6.511364, label = 0
bvalue = 12.510955, label = 0
bvalue = 21832.267565, label = 1
bvalue = 0.292385, label = 0
bvalue = 84.995125, label = 1
bvalue = 463091.290051, label = 1
bvalue = 17.780012, label = 1
bvalue = 603584.852609, label = 1
bvalue = 0.345530, label = 1
bvalue = 42.800861, label = 0
bvalue = 1607739.635968, label = 1
bvalue = 6.754602, label = 0
bvalue = 65.895322, label = 0
bvalue = 2640916982.900056, label = 0
bvalue = 253.443640, label = 0
bvalue = 0.797944, label = 0
bvalue = 0.399388, label = 0
bvalue = 3002.885941, label = 1
bvalue = 1.507010, label = 0
bvalue = 30305.582223, label = 0
bvalue = 6863430.413566, label = 0
bvalue = 24949193.551531, label = 0
bvalue = 8043637.002513, label = 0
bvalue = 6.004406, label = 0
bvalue = 0.810197, label = 0
bvalue = 349.825375, label = 1
bvalue = 1.533960, label = 1
bvalue = 0.261971, label = 0
bvalue = 1.000000, label = 0
bvalue = 906.976016, label = 1
bvalue = 26446390.817998, label = 1
bvalue = 1641.364567, label = 1
bvalue = 0.132160, label = 1
bvalue = 4709.693022, label = 0
bvalue = 86.153245, label = 1
bvalue = 0.379407, label = 0
bvalue = 19.146747, label = 0
bvalue = 706.421280, label = 1
bvalue = 0.901265, label = 0
bvalue = 196961095.141506, label = 1
bvalue = 0.559173, label = 0
bvalue = 2.431482, label = 0
bvalue = 14919.613540, label = 1
bvalue = 0.815451, label = 0
bvalue = 214.521829, label = 1
bvalue = 44754.138261, label = 0
bvalue = 1640.590415, label = 0
bvalue = 214604.199334, label = 1
bvalue = 75.827655, label = 1
bvalue = 0.461175, label = 0
bvalue = 31.181642, label = 0
bvalue = 23255.992463, label = 1
bvalue = 33098.004444, label = 1
bvalue = 294721.399316, label = 0
bvalue = 0.966382, label = 0
bvalue = 1367374.716888, label = 1
bvalue = 44.444219, label = 0
bvalue = 17568673.951548, label = 0
bvalue = 12067.506402, label = 1
bvalue = 456336730.493834, label = 1
bvalue = 8795.318706, label = 0
bvalue = 411955.503620, label = 0
bvalue = 76.823313, label = 1
bvalue = 0.492777, label = 1
bvalue = 145154319.948591, label = 0
bvalue = 6.785248, label = 1
bvalue = 1.203784, label = 1
bvalue = 7.014156, label = 0
bvalue = 65254.139420, label = 1
bvalue = 10.597149, label = 1
bvalue = 12.121856, label = 0
bvalue = 1.958842, label = 0
bvalue = 3.537301, label = 0
bvalue = 122130933205.706757, label = 0
bvalue = 22274.853550, label = 1
bvalue = 5006.562948, label = 1
bvalue = 433.312023, label = 0
bvalue = 10.175349, label = 1
bvalue = 0.140132, label = 0
bvalue = 3.051460, label = 0
bvalue = 0.573360, label = 1
bvalue = 5.925610, label = 0
bvalue = 11.719550, label = 1
bvalue = 7916.229895, label = 1
bvalue = 1.308553, label = 0
bvalue = 290222.519380, label = 0
bvalue = 3.314050, label = 0
bvalue = 76569.108343, label = 1
bvalue = 0.269825, label = 1
bvalue = 4.950578, label = 0
bvalue = 3329169.035029, label = 1
bvalue = 3.035168, label = 0
bvalue = 2.253627, label = 0
bvalue = 26873456.820709, label = 0
bvalue = 8767.069306, label = 0
bvalue = 133199740.631358, label = 1
bvalue = 1353.384112, label = 1
bvalue = 1.695387, label = 1
bvalue = 8424.974482, label = 1
bvalue = 20.840768, label = 1
bvalue = 666.666667, label = 1
bvalue = 0.142490, label = 1
bvalue = 3.976396, label = 0
bvalue = 345.099474, label = 1
bvalue = 119773.445031, label = 1
bvalue = 877841.074098, label = 1
bvalue = 23963.406211, label = 0
bvalue = 553.530167, label = 1
bvalue = 1400524315.446006, label = 0
bvalue = 0.430772, label = 0
bvalue = 63.084536, label = 0
bvalue = 19.516297, label = 1
bvalue = 353742408921.561096, label = 0
bvalue = 205618141547945664.000000, label = 1
bvalue = 63.254688, label = 0
bvalue = 8708.422247, label = 1
bvalue = 38.919037, label = 1
bvalue = 11.844969, label = 0
bvalue = 1652.211303, label = 1
bvalue = 7.024048, label = 0
bvalue = 24751007479257.097656, label = 1
bvalue = 11.764706, label = 0
bvalue = 18.139307, label = 0
bvalue = 158.633029, label = 0
bvalue = 3.035168, label = 0
bvalue = 77.620105, label = 1
bvalue = 5726.036873, label = 0
bvalue = 4682655.127666, label = 1
bvalue = 52442140.741304, label = 1
bvalue = 33978.079469, label = 0
bvalue = 746.874387, label = 1
bvalue = 0.810197, label = 1
bvalue = 12.497575, label = 1
bvalue = 6.405791, label = 1
bvalue = 95.784192, label = 1
bvalue = 3.390745, label = 1
bvalue = 1504.693893, label = 0
bvalue = 134.408406, label = 1
bvalue = 0.825639, label = 1
bvalue = 0.292385, label = 1
bvalue = 10281.478218, label = 1
bvalue = 58973721999.664536, label = 0
bvalue = 437.584556, label = 1
bvalue = 8722.839520, label = 1
bvalue = 14.103102, label = 1
bvalue = 91.463898, label = 0
bvalue = 119.027859, label = 1
bvalue = 1.692074, label = 1
bvalue = 23.575921, label = 0
bvalue = 5205647.853047, label = 0
bvalue = 5956.674918, label = 0
bvalue = 173.195984, label = 1
bvalue = 48293.944328, label = 0
bvalue = 6364691798.244635, label = 1
bvalue = 0.549796, label = 0
bvalue = 12.817322, label = 1
bvalue = 2129.913939, label = 0
bvalue = 15.571536, label = 1
bvalue = 2.086704, label = 0
bvalue = 113.704960, label = 0
bvalue = 1.552518, label = 0
bvalue = 23.588257, label = 1
bvalue = 52506.765943, label = 1
bvalue = 13.650014, label = 1
bvalue = 9.220947, label = 0
bvalue = 10.191158, label = 0
bvalue = 0.362521, label = 1
bvalue = 2.935227, label = 1
bvalue = 0.841221, label = 0
bvalue = 51499.089263, label = 0
bvalue = 3.186417, label = 0
bvalue = 1067.572435, label = 1
bvalue = 853.418983, label = 1
bvalue = 13.650014, label = 0
bvalue = 1864.589600, label = 1
bvalue = 1101.972454, label = 0
bvalue = 18055820.976191, label = 0
bvalue = 2209.894564, label = 1
bvalue = 219.467033, label = 0
bvalue = 26465.371289, label = 1
bvalue = 0.619451, label = 1
bvalue = 31.479993, label = 0
bvalue = 0.767928, label = 0
bvalue = 0.906618, label = 1
bvalue = 2871.799334, label = 0
bvalue = 0.919848, label = 1
bvalue = 22328.776490, label = 1
bvalue = 1596.953811, label = 0
bvalue = 1118.215765, label = 0
bvalue = 151.518085, label = 1
bvalue = 13500.699890, label = 0
bvalue = 0.448443, label = 1
bvalue = 507.495336, label = 1
bvalue = 4.366204, label = 1
bvalue = 13.581605, label = 0
bvalue = 347.231540, label = 0
bvalue = 170.126483, label = 1
bvalue = 0.170833, label = 1
bvalue = 4.008190, label = 0
bvalue = 314994362.459024, label = 1
bvalue = 6238.950889, label = 0
bvalue = 2478.874862, label = 1
bvalue = 149855.723303, label = 0
bvalue = 43.588414, label = 1
bvalue = 0.502921, label = 0
bvalue = 241104.696864, label = 0
bvalue = 1672.811852, label = 1
bvalue = 53.963286, label = 0
bvalue = 0.232151, label = 0
bvalue = 4528.908337, label = 1
bvalue = 6223922.725481, label = 0
bvalue = 8007112.690139, label = 0
bvalue = 1491.552211, label = 0
bvalue = 66.880503, label = 1
bvalue = 1268.679973, label = 1
bvalue = 365.492862, label = 0
bvalue = 393571.478753, label = 1
bvalue = 64633161.950696, label = 1
bvalue = 763.684992, label = 0
bvalue = 59.688845, label = 1
bvalue = 12359.288780, label = 1
bvalue = 40.097839, label = 0
bvalue = 137964.420921, label = 1
bvalue = 901.583235, label = 0
bvalue = 609.402707, label = 0
bvalue = 236.824937, label = 1
bvalue = 15.171967, label = 1
bvalue = 950.993386, label = 0
bvalue = 76523214.081845, label = 0
bvalue = 6363.318884, label = 1
bvalue = 38.205772, label = 0
bvalue = 536821.843617, label = 0
bvalue = 26.935591, label = 1
bvalue = 71.499335, label = 0
bvalue = 19219905.645477, label = 1
bvalue = 0.340793, label = 1
bvalue = 1736.602076, label = 1
bvalue = 274.905059, label = 1
bvalue = 47.805613, label = 1
bvalue = 147.671210, label = 0
bvalue = 722442.437250, label = 1
bvalue = 362.442733, label = 1
bvalue = 30346699856672632.000000, label = 1
bvalue = 300.471163, label = 1
bvalue = 0.760313, label = 0
bvalue = 791263115.414436, label = 1
bvalue = 1.461179, label = 0
bvalue = 1.942620, label = 0
bvalue = 4635.044155, label = 0
bvalue = 1.429997, label = 0
bvalue = 1.429997, label = 0
bvalue = 3018.559307, label = 1
bvalue = 992.462775, label = 0
bvalue = 13.906253, label = 0
bvalue = 748.371288, label = 0
bvalue = 6.473650, label = 0
bvalue = 594.994505, label = 1
bvalue = 25.344689, label = 0
bvalue = 76.426001, label = 1
bvalue = 108604.158299, label = 0
bvalue = 314910346.015823, label = 1
bvalue = 659.783773, label = 0
bvalue = 0.772536, label = 1
bvalue = 1632.268366, label = 0
bvalue = 2003621521.438214, label = 0
bvalue = 3.557649, label = 0
bvalue = 98.126106, label = 0
bvalue = 0.566572, label = 0
bvalue = 2841.371316, label = 1
bvalue = 25136.081341, label = 0
bvalue = 70298570930357.921875, label = 1
bvalue = 2.181054, label = 1
bvalue = 0.528001, label = 1
bvalue = 8374.955270, label = 1
bvalue = 829.403374, label = 0
bvalue = 5130760.488253, label = 1
bvalue = 1.086298, label = 0
bvalue = 83333.333333, label = 0
bvalue = 2.790054, label = 1
bvalue = 0.155789, label = 1
bvalue = 3.711372, label = 1
bvalue = 2162.151571, label = 0
bvalue = 4560023.743229, label = 0
bvalue = 1.226690, label = 1
bvalue = 83.153569, label = 0
bvalue = 127.114176, label = 1
bvalue = 1834352.828789, label = 0
bvalue = 331.859398, label = 0
bvalue = 11.294021, label = 0
bvalue = 267.770018, label = 0
bvalue = 1.172373, label = 1
bvalue = 627.164128, label = 0
bvalue = 0.219007, label = 0
bvalue = 525.057448, label = 0
bvalue = 2.563557, label = 0
bvalue = 263.321431, label = 0
bvalue = 24.028620, label = 1
bvalue = 1.697377, label = 0
bvalue = 65.589076, label = 1
bvalue = 9046.774280, label = 0
bvalue = 3128.963408, label = 0
bvalue = 64141.450803, label = 0
bvalue = 372.990339, label = 0
bvalue = 48.968118, label = 1
bvalue = 16048.443189, label = 1
bvalue = 407454.862175, label = 1
bvalue = 835875.366807, label = 1
bvalue = 10.815567, label = 1
bvalue = 11.304140, label = 0
bvalue = 10333.660321, label = 1
bvalue = 134.208356, label = 0
bvalue = 23.338494, label = 1
bvalue = 2096.375156, label = 1
bvalue = 7571.196770, label = 1
bvalue = 5.305791, label = 1
bvalue = 1.179245, label = 0
bvalue = 597211.293006, label = 0
bvalue = 1.078068, label = 1
bvalue = 154570.812730, label = 1
bvalue = 975671.694599, label = 1
bvalue = 2.351308, label = 0
bvalue = 14573.852714, label = 1
bvalue = 105284.219193, label = 0
bvalue = 366.489949, label = 0
bvalue = 0.919848, label = 1
bvalue = 71677661.691742, label = 0
bvalue = 1.711262, label = 0
bvalue = 2065.654502, label = 1
bvalue = 179338.830950, label = 0
bvalue = 14949.569302, label = 0
bvalue = 8.112748, label = 1
bvalue = 96.717879, label = 0
bvalue = 37.244676, label = 0
bvalue = 107.443115, label = 0
bvalue = 3913.415111, label = 0
bvalue = 8.234514, label = 0
bvalue = 12.510749, label = 0
bvalue = 0.406261, label = 0
bvalue = 72.158425, label = 1
bvalue = 244.582968, label = 1
bvalue = 44155623.156896, label = 1
bvalue = 4007069.037608, label = 1
bvalue = 22.327988, label = 1
bvalue = 3.871313, label = 1
bvalue = 73033330.770949, label = 0
bvalue = 318.405948, label = 0
bvalue = 47212.892823, label = 0
bvalue = 620481.985107, label = 1
bvalue = 38.732668, label = 1
bvalue = 297811.849265, label = 0
bvalue = 1.791927, label = 1
bvalue = 6.025678, label = 1
bvalue = 45040.971188, label = 1
bvalue = 3011.118478, label = 1
bvalue = 0.386548, label = 0
bvalue = 889.232371, label = 1
bvalue = 4891473219966575.000000, label = 0
bvalue = 547869.405807, label = 1
bvalue = 28.744940, label = 0
bvalue = 301.072729, label = 1
bvalue = 29760.787229, label = 0
bvalue = 1.830823, label = 0
bvalue = 85.881911, label = 1
bvalue = 0.159984, label = 0
bvalue = 34.252277, label = 0
bvalue = 17.843586, label = 1
bvalue = 1.167792, label = 1
bvalue = 399.045802, label = 1
bvalue = 13740133365.785686, label = 1
bvalue = 154.212870, label = 0
bvalue = 240.494711, label = 0
bvalue = 15804.808090, label = 1
bvalue = 90490.140502, label = 1
bvalue = 2.418972, label = 0
bvalue = 688.201218, label = 1
bvalue = 2.790054, label = 0
bvalue = 1044809.029963, label = 1
bvalue = 13.239474, label = 1
bvalue = 0.047614, label = 1
bvalue = 1164.898685, label = 0
bvalue = 401.214888, label = 0
bvalue = 10.949271, label = 0
bvalue = 795718907.423825, label = 1
bvalue = 1400524315.446006, label = 1
bvalue = 1125.641386, label = 1
bvalue = 6.732285, label = 0
bvalue = 10418.657038, label = 1
bvalue = 1116404663090.438232, label = 1
bvalue = 1221.001221, label = 0
bvalue = 0.636132, label = 0
bvalue = 0.328668, label = 0
bvalue = 3299292.724697, label = 0
bvalue = 5.309164, label = 0
bvalue = 15995.581749, label = 0
bvalue = 52.717037, label = 0
bvalue = 38.544740, label = 0
bvalue = 357.204173, label = 0
bvalue = 6709.089582, label = 1
bvalue = 19552.004509, label = 1
bvalue = 42.012263, label = 0
bvalue = 1738150.981536, label = 1
bvalue = 15675.433238, label = 0
bvalue = 2820451.204502, label = 0
bvalue = 30.213973, label = 0
bvalue = 199.123855, label = 0
bvalue = 4463.752830, label = 0
bvalue = 2476.289528, label = 0
bvalue = 1.560062, label = 0
bvalue = 6.903141, label = 1
bvalue = 12.676016, label = 1
bvalue = 2178.649237, label = 1
bvalue = 2336.524711, label = 0
bvalue = 7515.117516, label = 1
bvalue = 56.945370, label = 0
bvalue = 39.387136, label = 1
bvalue = 0.906618, label = 0
bvalue = 5843.178195, label = 1
bvalue = 35.038779, label = 0
bvalue = 1355211.782465, label = 1
bvalue = 1013374651.823882, label = 1
bvalue = 338.701756, label = 1
bvalue = 817.167224, label = 1
bvalue = 67.515584, label = 1
bvalue = 1.630626, label = 1
bvalue = 8.265881, label = 0
bvalue = 94.466606, label = 0
bvalue = 213.749724, label = 0
bvalue = 2.453606, label = 0
bvalue = 0.648952, label = 1
bvalue = 23668595.309096, label = 0
bvalue = 70.145683, label = 1
bvalue = 34331.529922, label = 1
bvalue = 40874.062442, label = 1
bvalue = 72.499427, label = 0
bvalue = 4.664245, label = 1
bvalue = 4.064309, label = 0
bvalue = 0.386548, label = 0
bvalue = 36.397284, label = 1
bvalue = 2151799059.535118, label = 0
bvalue = 15.820794, label = 1
bvalue = 1.730188, label = 1
bvalue = 996.367732, label = 0
bvalue = 184612.303798, label = 0
bvalue = 460.755178, label = 0
bvalue = 52.280564, label = 0
bvalue = 27.830104, label = 1
bvalue = 71840.649514, label = 0
bvalue = 16.096540, label = 1
bvalue = 28.744940, label = 0
bvalue = 15545.423293, label = 0
bvalue = 5622.297795, label = 0
bvalue = 2396.173375, label = 0
bvalue = 68.157102, label = 0
bvalue = 61.185410, label = 0
bvalue = 155.027025, label = 1
bvalue = 458197.752660, label = 0
bvalue = 51573.273657, label = 0
bvalue = 76610.642787, label = 1
bvalue = 14.435628, label = 1
bvalue = 7573.450207, label = 0
bvalue = 10247.415182, label = 0
bvalue = 1.404187, label = 0
bvalue = 2790232.486505, label = 1
bvalue = 15991249.824298, label = 1
bvalue = 241.606038, label = 0
bvalue = 151335.397128, label = 1
bvalue = 15.345455, label = 0
bvalue = 521.447676, label = 0
bvalue = 774394041.815861, label = 1
bvalue = 34063.477498, label = 0
bvalue = 558.680737, label = 1
bvalue = 30.447567, label = 1
bvalue = 7567.475049, label = 1
bvalue = 1.160829, label = 0
bvalue = 150.040844, label = 1
bvalue = 6562998.384253, label = 0
bvalue = 29.919950, label = 0
bvalue = 0.566572, label = 0
bvalue = 42702.697179, label = 1
bvalue = 13.167426, label = 0
bvalue = 5.239473, label = 0
bvalue = 0.777628, label = 0
bvalue = 15.354314, label = 0
bvalue = 9734.016945, label = 1
bvalue = 1057855.632720, label = 0
bvalue = 305.329855, label = 1
bvalue = 744.310590, label = 0
bvalue = 17170.254390, label = 1
bvalue = 13.726082, label = 0
bvalue = 91.177846, label = 0
bvalue = 556.119273, label = 0
bvalue = 38.060130, label = 1
bvalue = 231082.553735, label = 0
bvalue = 28.171381, label = 1
bvalue = 164.023274, label = 1
bvalue = 1254.370491, label = 0
bvalue = 326.236640, label = 1
bvalue = 22.844286, label = 1
bvalue = 15.596619, label = 0
bvalue = 20.989835, label = 0
bvalue = 3742.880412, label = 1
bvalue = 129.348516, label = 1
bvalue = 49532.806297, label = 1
bvalue = 0.753505, label = 0
bvalue = 23650.282198, label = 1
bvalue = 525.057448, label = 0
bvalue = 0.409746, label = 0
bvalue = 107125.822312, label = 0
bvalue = 141.282469, label = 0
bvalue = 365156.104784, label = 1
bvalue = 2.027974, label = 1
bvalue = 32691.821414, label = 0
bvalue = 5.950353, label = 0
bvalue = 42.329639, label = 1
bvalue = 899982.438782, label = 1
bvalue = 12631.542008, label = 0
bvalue = 94.913415, label = 1
bvalue = 5622.297795, label = 1
bvalue = 0.851184, label = 0
bvalue = 1.365898, label = 0
bvalue = 3.933249, label = 0
bvalue = 3.553374, label = 0
bvalue = 310.257849, label = 0
bvalue = 1.509192, label = 0
bvalue = 328.534664, label = 0
bvalue = 275390.100852, label = 0
bvalue = 0.517786, label = 0
bvalue = 3727906.940547, label = 1
bvalue = 2445.084320, label = 1
bvalue = 877889.336839, label = 0
bvalue = 20.597188, label = 0
bvalue = 17283208.046557, label = 1
bvalue = 49.931377, label = 1
bvalue = 11780.232737, label = 1
bvalue = 46432.441564, label = 1
bvalue = 0.386548, label = 1
bvalue = 1420632.947043, label = 1
bvalue = 156.596292, label = 1
bvalue = 38.092122, label = 0
bvalue = 23275.196568, label = 0
bvalue = 172.637772, label = 1
bvalue = 3946.369541, label = 0
bvalue = 21420.566945, label = 0
bvalue = 0.170833, label = 0
bvalue = 169372.180699, label = 1
bvalue = 70.604220, label = 0
bvalue = 2144484188.677998, label = 0
bvalue = 0.292385, label = 0
bvalue = 1.458606, label = 0
bvalue = 0.576729, label = 0
bvalue = 21.443043, label = 1
bvalue = 241.606038, label = 0
bvalue = 1181219.176596, label = 1
bvalue = 10.769304, label = 0
bvalue = 1.601759, label = 1
bvalue = 18.326414, label = 1
bvalue = 9.452716, label = 0
bvalue = 25.689351, label = 1
bvalue = 1.711262, label = 0
bvalue = 27.458439, label = 1
bvalue = 10.161511, label = 0
bvalue = 3031.835257, label = 1
bvalue = 267.770018, label = 1
bvalue = 4.805730, label = 1
bvalue = 20.647740, label = 0
bvalue = 2300.733649, label = 1
bvalue = 529.524797, label = 1
bvalue = 40.447120, label = 1
bvalue = 27.872711, label = 1
bvalue = 12966714324017.869141, label = 1
bvalue = 605197.105210, label = 1
bvalue = 10.949855, label = 1
bvalue = 7.317949, label = 1
bvalue = 171.648886, label = 1
bvalue = 16699.486571, label = 0
bvalue = 131091.960305, label = 1
bvalue = 59.869064, label = 1
bvalue = 4946.115226, label = 1
bvalue = 1.286588, label = 1
bvalue = 407.508371, label = 0
bvalue = 184.789801, label = 1
bvalue = 285927.783397, label = 0
bvalue = 42.371248, label = 1
bvalue = 1068.825123, label = 1
bvalue = 722938.258662, label = 0
bvalue = 42.330193, label = 1
bvalue = 75.220147, label = 0
bvalue = 3603859.375602, label = 1
bvalue = 1.281889, label = 0
bvalue = 207319.763832, label = 1
bvalue = 17965.784333, label = 1
bvalue = 25243.872587, label = 1
bvalue = 1.000000, label = 0
bvalue = 0.347410, label = 0
bvalue = 331.859398, label = 0
bvalue = 0.860413, label = 1
bvalue = 232.754214, label = 0
bvalue = 1948.926208, label = 1
bvalue = 7432.213398, label = 1
bvalue = 94179.391616, label = 1
bvalue = 0.441944, label = 0
bvalue = 3.961139, label = 1
bvalue = 37.028047, label = 1
bvalue = 29677365.769139, label = 1
bvalue = 241425.337668, label = 0
bvalue = 456774.097055, label = 0
bvalue = 1495.337947, label = 0
bvalue = 18415.323238, label = 1
bvalue = 28226.673662, label = 1
bvalue = 0.901265, label = 1
bvalue = 67859822704236.367188, label = 1
bvalue = 45658908.632963, label = 1
bvalue = 1539708.933758, label = 0
bvalue = 222614.210454, label = 1
bvalue = 1.355476, label = 1
bvalue = 59383.255751, label = 1
bvalue = 530491.073022, label = 1
bvalue = 0.655673, label = 1
bvalue = 0.485673, label = 1
bvalue = 337.995717, label = 1
bvalue = 4174.149769, label = 1
bvalue = 1144.303983, label = 1
bvalue = 0.219007, label = 1
bvalue = 1190807.890014, label = 1
bvalue = 665649.565488, label = 0
bvalue = 192305.906192, label = 1
bvalue = 0.441944, label = 0
bvalue = 0.917172, label = 0
bvalue = 2.529514, label = 1
bvalue = 894.034692, label = 1
bvalue = 4.688877, label = 1
bvalue = 2603.557669, label = 1
bvalue = 5440.659114, label = 0
bvalue = 4.161134, label = 1
bvalue = 8.729293, label = 1
bvalue = 19926732.468401, label = 1
bvalue = 622.557982, label = 1
bvalue = 98.265199, label = 0
bvalue = 0.460174, label = 1
bvalue = 7632.213884, label = 0
bvalue = 238.406190, label = 0
bvalue = 57.578479, label = 1
bvalue = 2481079.525353, label = 0
bvalue = 1.714382, label = 0
bvalue = 0.170833, label = 0
bvalue = 795.030931, label = 0
bvalue = 8659.397636, label = 1
bvalue = 1.453826, label = 0
bvalue = 5874.117483, label = 1
bvalue = 3.987867, label = 0
bvalue = 1.146720, label = 0
bvalue = 1650633.407408, label = 1
bvalue = 190279.766718, label = 0
bvalue = 569743824114.241333, label = 1
bvalue = 263390.675904, label = 1
bvalue = 126645431.013684, label = 0
bvalue = 302.344767, label = 1
bvalue = 2078.325219, label = 0
bvalue = 16.147979, label = 1
bvalue = 1510.022418, label = 0
bvalue = 321209.603171, label = 0
bvalue = 15451.128728, label = 0
bvalue = 27749.380273, label = 0
bvalue = 27.592621, label = 0
bvalue = 450.882667, label = 0
bvalue = 2.156980, label = 1
bvalue = 3908.148606, label = 0
bvalue = 133959.888821, label = 1
bvalue = 13238463.918937, label = 0
bvalue = 6.535948, label = 0
bvalue = 23.029952, label = 1
bvalue = 913.723424, label = 1
bvalue = 219.467033, label = 0
bvalue = 13723515638.380102, label = 0
bvalue = 91.575092, label = 0
bvalue = 0.310106, label = 0
bvalue = 3.211329, label = 1
bvalue = 0.365295, label = 0
bvalue = 672.369438, label = 0
bvalue = 1426.421929, label = 1
bvalue = 6.415434, label = 1
bvalue = 6254.494251, label = 1
bvalue = 82.205087, label = 0
bvalue = 1940.692439, label = 0
bvalue = 14736617.924352, label = 0
bvalue = 0.219007, label = 1
bvalue = 99914.354215, label = 0
bvalue = 183.356109, label = 1
bvalue = 7.742625, label = 0
bvalue = 7379.967492, label = 0
bvalue = 8549.524338, label = 1
bvalue = 17709.212583, label = 0
bvalue = 6.165836, label = 1
bvalue = 12621.936294, label = 0
bvalue = 0.251149, label = 0
bvalue = 2228.928514, label = 0
bvalue = 37.811472, label = 1
bvalue = 2.012203, label = 0
bvalue = 67.043389, label = 1
bvalue = 60.691164, label = 0
bvalue = 82.736895, label = 0
bvalue = 473454.271947, label = 1
bvalue = 0.462378, label = 0
bvalue = 0.245896, label = 0
bvalue = 1.945535, label = 0
bvalue = 0.454874, label = 1
